Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,US,United States of America,AMRO,0,0,0,0
2020-01-04,US,United States of America,AMRO,0,0,0,0
2020-01-05,US,United States of America,AMRO,0,0,0,0
2020-01-06,US,United States of America,AMRO,0,0,0,0
2020-01-07,US,United States of America,AMRO,0,0,0,0
2020-01-08,US,United States of America,AMRO,0,0,0,0
2020-01-09,US,United States of America,AMRO,0,0,0,0
2020-01-10,US,United States of America,AMRO,0,0,0,0
2020-01-11,US,United States of America,AMRO,0,0,0,0
2020-01-12,US,United States of America,AMRO,0,0,0,0
2020-01-13,US,United States of America,AMRO,0,0,0,0
2020-01-14,US,United States of America,AMRO,0,0,0,0
2020-01-15,US,United States of America,AMRO,0,0,0,0
2020-01-16,US,United States of America,AMRO,0,0,0,0
2020-01-17,US,United States of America,AMRO,0,0,0,0
2020-01-18,US,United States of America,AMRO,0,0,0,0
2020-01-19,US,United States of America,AMRO,0,0,0,0
2020-01-20,US,United States of America,AMRO,1,1,0,0
2020-01-21,US,United States of America,AMRO,0,1,0,0
2020-01-22,US,United States of America,AMRO,0,1,0,0
2020-01-23,US,United States of America,AMRO,0,1,0,0
2020-01-24,US,United States of America,AMRO,0,1,0,0
2020-01-25,US,United States of America,AMRO,5,6,0,0
2020-01-26,US,United States of America,AMRO,1,7,0,0
2020-01-27,US,United States of America,AMRO,0,7,0,0
2020-01-28,US,United States of America,AMRO,1,8,0,0
2020-01-29,US,United States of America,AMRO,0,8,0,0
2020-01-30,US,United States of America,AMRO,0,8,0,0
2020-01-31,US,United States of America,AMRO,0,8,0,0
2020-02-01,US,United States of America,AMRO,0,8,0,0
2020-02-02,US,United States of America,AMRO,1,9,0,0
2020-02-03,US,United States of America,AMRO,1,10,0,0
2020-02-04,US,United States of America,AMRO,3,13,0,0
2020-02-05,US,United States of America,AMRO,4,17,0,0
2020-02-06,US,United States of America,AMRO,2,19,0,0
2020-02-07,US,United States of America,AMRO,0,19,0,0
2020-02-08,US,United States of America,AMRO,0,19,0,0
2020-02-09,US,United States of America,AMRO,1,20,0,0
2020-02-10,US,United States of America,AMRO,0,20,0,0
2020-02-11,US,United States of America,AMRO,0,20,0,0
2020-02-12,US,United States of America,AMRO,0,20,0,0
2020-02-13,US,United States of America,AMRO,0,20,0,0
2020-02-14,US,United States of America,AMRO,2,22,0,0
2020-02-15,US,United States of America,AMRO,1,23,0,0
2020-02-16,US,United States of America,AMRO,1,24,0,0
2020-02-17,US,United States of America,AMRO,0,24,0,0
2020-02-18,US,United States of America,AMRO,0,24,0,0
2020-02-19,US,United States of America,AMRO,2,26,0,0
2020-02-20,US,United States of America,AMRO,5,31,0,0
2020-02-21,US,United States of America,AMRO,3,34,0,0
2020-02-22,US,United States of America,AMRO,1,35,0,0
2020-02-23,US,United States of America,AMRO,5,40,0,0
2020-02-24,US,United States of America,AMRO,8,48,0,0
2020-02-25,US,United States of America,AMRO,0,48,0,0
2020-02-26,US,United States of America,AMRO,4,52,0,0
2020-02-27,US,United States of America,AMRO,4,56,0,0
2020-02-28,US,United States of America,AMRO,8,64,0,0
2020-02-29,US,United States of America,AMRO,5,69,1,1
2020-03-01,US,United States of America,AMRO,4,73,0,1
2020-03-02,US,United States of America,AMRO,9,82,1,2
2020-03-03,US,United States of America,AMRO,18,100,0,2
2020-03-04,US,United States of America,AMRO,35,135,6,8
2020-03-05,US,United States of America,AMRO,51,186,3,11
2020-03-06,US,United States of America,AMRO,70,256,2,13
2020-03-07,US,United States of America,AMRO,78,334,3,16
2020-03-08,US,United States of America,AMRO,130,464,3,19
2020-03-09,US,United States of America,AMRO,146,610,5,24
2020-03-10,US,United States of America,AMRO,212,822,4,28
2020-03-11,US,United States of America,AMRO,390,1212,4,32
2020-03-12,US,United States of America,AMRO,497,1709,7,39
2020-03-13,US,United States of America,AMRO,525,2234,12,51
2020-03-14,US,United States of America,AMRO,727,2961,7,58
2020-03-15,US,United States of America,AMRO,968,3929,11,69
2020-03-16,US,United States of America,AMRO,1219,5148,13,82
2020-03-17,US,United States of America,AMRO,2135,7283,18,100
2020-03-18,US,United States of America,AMRO,2369,9652,21,121
2020-03-19,US,United States of America,AMRO,3229,12881,28,149
2020-03-20,US,United States of America,AMRO,4862,17743,64,213
2020-03-21,US,United States of America,AMRO,6113,23856,69,282
2020-03-22,US,United States of America,AMRO,7559,31415,92,374
2020-03-23,US,United States of America,AMRO,9110,40525,112,486
2020-03-24,US,United States of America,AMRO,10765,51290,118,604
2020-03-25,US,United States of America,AMRO,10754,62044,164,768
2020-03-26,US,United States of America,AMRO,11332,73376,209,977
2020-03-27,US,United States of America,AMRO,14115,87491,301,1278
2020-03-28,US,United States of America,AMRO,18474,105965,341,1619
2020-03-29,US,United States of America,AMRO,20344,126309,487,2106
2020-03-30,US,United States of America,AMRO,20673,146982,556,2662
2020-03-31,US,United States of America,AMRO,26161,173143,665,3327
2020-04-01,US,United States of America,AMRO,15536,188679,631,3958
2020-04-02,US,United States of America,AMRO,23260,211939,982,4940
2020-04-03,US,United States of America,AMRO,28674,240613,1121,6061
2020-04-04,US,United States of America,AMRO,29790,270403,1311,7372
2020-04-05,US,United States of America,AMRO,32057,302460,1376,8748
2020-04-06,US,United States of America,AMRO,32134,334594,1540,10288
2020-04-07,US,United States of America,AMRO,26984,361578,1873,12161
2020-04-08,US,United States of America,AMRO,28629,390207,1691,13852
2020-04-09,US,United States of America,AMRO,29355,419562,2093,15945
2020-04-10,US,United States of America,AMRO,34148,453710,2221,18166
2020-04-11,US,United States of America,AMRO,34743,488453,2230,20396
2020-04-12,US,United States of America,AMRO,33179,521632,2241,22637
